,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
2843,0.3,4,8.57,8.75,60.6,57.0,4.33,4.35,2.63,1208.365279169695
2844,0.37,4,8.57,6.25,61.6,54.7,4.61,4.63,2.85,1167.3986200470445
2845,0.53,4,5.71,5.0,61.6,56.0,5.24,5.19,3.21,1638.836826047016
2846,1.6,6,10.0,2.5,60.6,58.0,7.55,7.61,4.59,8155.01934757321
2847,0.31,4,10.0,3.75,62.1,56.0,4.33,4.37,2.7,639.4439501245579
2848,1.54,6,1.42,6.25,63.5,57.0,7.27,7.37,4.65,7443.133117119369
2849,0.33,6,5.71,7.5,62.8,57.0,4.39,4.47,2.78,935.2690594791584
2850,0.31,8,4.28,5.0,63.5,57.0,4.32,4.34,2.75,394.19868527283325
2851,0.71,10,5.71,3.75,58.5,58.0,5.87,5.82,3.42,2559.3904936930066
2852,1.01,10,7.14,2.5,61.1,57.0,6.48,6.44,3.95,4121.607218606499
2853,0.3,4,7.14,8.75,61.9,58.0,4.26,4.3,2.65,1116.7699243212373
2854,1.31,4,4.28,6.25,62.5,56.0,6.95,7.03,4.37,6268.941175589209
2855,0.71,4,2.85,5.0,61.6,57.0,5.7,5.62,3.49,2499.973837078074
2856,0.41,4,10.0,3.75,61.6,55.0,4.8,4.78,2.95,1113.165776398646
2857,1.0,10,7.14,6.25,62.6,58.0,6.37,6.4,4.0,4434.919018068116
2858,1.07,4,10.0,6.25,61.8,57.0,6.55,6.58,4.06,5165.971032788897
2859,0.52,10,5.71,6.25,62.6,59.0,5.08,5.11,3.19,1655.4861569781588
2860,1.05,4,5.71,5.0,62.8,57.0,6.49,6.45,4.06,4580.890081577494
2861,0.33,4,10.0,7.5,61.7,55.0,4.46,4.49,2.76,1239.3647298293454
2862,1.5,6,7.14,2.5,62.3,60.0,7.29,7.34,4.56,7116.153584788715
2863,0.41,4,4.28,2.5,61.7,56.0,4.8,4.77,2.95,592.8250375973421
2864,0.71,6,7.14,6.25,62.9,55.0,5.68,5.71,3.58,2795.747073894192
2865,0.5,8,10.0,3.75,63.8,60.0,5.0,5.03,3.2,1425.0309928155239
2866,1.01,6,10.0,5.0,63.1,60.0,6.39,6.35,4.02,4520.089912081821
2867,1.71,8,4.28,5.0,63.7,58.0,7.57,7.54,4.81,8557.99145987509
2868,0.4,4,7.14,8.75,62.2,56.0,4.71,4.74,2.94,1552.8090790531787
2869,0.32,6,5.71,6.25,61.7,55.0,4.37,4.41,2.71,762.5898087433379
2870,0.5,6,8.57,3.75,60.7,61.0,5.09,5.12,3.1,1445.6805813882293
2871,1.02,2,7.14,2.5,65.5,59.0,6.27,6.24,4.1,3965.442739753231
2872,1.05,6,5.71,2.5,62.5,60.0,6.45,6.5,4.05,4172.221374072309
2873,1.36,10,8.57,7.5,59.8,59.0,7.12,7.2,4.38,6864.018796400169
2874,0.51,4,8.57,3.75,62.3,56.0,5.15,5.12,3.2,1486.4811477217427
2875,1.2,10,4.28,2.5,62.4,57.0,6.83,6.75,4.24,5030.155299927788
2876,0.72,4,7.14,6.25,62.0,56.0,5.76,5.73,3.56,2930.3512577858783
2877,0.49,6,7.14,8.75,62.2,56.0,5.04,5.08,3.14,1998.1953485890317
2878,0.36,10,4.28,3.75,61.3,57.0,4.65,4.61,2.84,431.7162635962577
2879,0.7,10,10.0,3.75,62.1,62.0,5.63,5.58,3.48,2594.1933601386863
2880,0.9,10,8.57,2.5,59.5,61.0,6.3,6.24,3.73,3642.1129685895557
2881,0.32,10,5.71,8.75,58.1,59.0,4.53,4.49,2.62,1091.1905953785626
2882,2.0,6,5.71,2.5,63.5,55.0,8.03,7.93,5.07,10269.336594256047
2883,0.9,8,7.14,2.5,63.3,57.0,6.08,6.14,3.87,3315.036679513545
2884,1.18,4,8.57,2.5,60.9,57.0,6.86,6.89,4.19,5286.227555076512
2885,0.36,4,8.57,6.25,61.8,56.0,4.55,4.58,2.82,1131.4305642416457
2886,0.37,4,7.14,7.5,60.0,59.0,4.64,4.66,2.79,1272.8952355204092
2887,0.3,4,7.14,3.75,62.4,56.0,4.27,4.32,2.68,416.5979168016911
2888,0.36,10,7.14,5.0,60.5,60.0,4.55,4.61,2.77,806.6299393050067
2889,0.8,10,1.42,2.5,60.2,59.0,6.07,5.95,3.62,2566.156878591155
2890,1.51,4,4.28,3.75,61.9,57.0,7.37,7.32,4.55,7293.765963475113
2891,0.62,6,7.14,5.0,59.8,58.0,5.55,5.59,3.33,2223.518785375374
2892,0.71,10,4.28,3.75,62.4,59.0,5.65,5.6,3.51,2309.288529178033
2893,0.32,8,5.71,6.25,57.0,62.0,4.51,4.54,2.58,746.0257997176868
2894,1.02,4,5.71,5.0,62.8,57.0,6.36,6.45,4.02,4366.177366143322
2895,0.41,10,4.28,6.25,62.0,56.0,4.78,4.74,2.95,1058.6274610697674
2896,1.14,4,5.71,5.0,62.0,55.0,6.68,6.77,4.17,5140.941578090107
2897,0.52,10,5.71,3.75,60.6,61.0,5.19,5.17,3.14,1353.1728738151014
2898,1.0,8,4.28,3.75,62.7,60.0,6.24,6.3,3.93,4009.387438115118
2899,0.56,6,8.57,3.75,60.2,57.0,5.36,5.4,3.24,1776.3240322711627
2900,0.32,10,5.71,3.75,61.0,61.0,4.41,4.38,2.68,368.1662447787694
2901,0.37,4,10.0,7.5,61.6,54.0,4.61,4.64,2.85,1439.0691292085048
2902,0.9,8,5.71,3.75,63.2,59.0,6.05,6.1,3.84,3432.444033207714
2903,1.01,4,5.71,3.75,61.1,58.0,6.43,6.49,3.95,4234.133201833916
2904,1.03,4,1.42,3.75,62.3,57.0,6.48,6.43,4.02,4054.3961743344153
2905,0.78,10,5.71,2.5,60.6,58.0,6.02,5.99,3.64,2628.4089196905406
2906,0.33,4,5.71,6.25,61.6,57.0,4.46,4.49,2.75,813.4046714212891
2907,0.33,4,4.28,7.5,61.3,56.0,4.43,4.47,2.73,901.1665956449979
2908,1.09,4,4.28,3.75,61.9,57.0,6.63,6.58,4.09,4609.847460476452
2909,0.5,8,1.42,3.75,63.3,60.0,4.97,4.99,3.15,973.897190144291
2910,1.01,4,1.42,5.0,61.3,56.0,6.46,6.5,3.97,4152.208019751772
2911,1.0,6,8.57,7.5,63.5,55.0,6.36,6.31,4.02,4747.134892514874
2912,0.59,10,8.57,2.5,60.8,56.0,5.43,5.4,3.29,1770.257994028856
2913,0.7,6,4.28,2.5,59.9,57.0,5.74,5.77,3.45,2185.4736906199487
2914,0.31,10,2.85,3.75,61.3,58.0,4.34,4.37,2.67,144.58059126987428
2915,0.39,10,8.57,5.0,62.5,60.0,4.64,4.67,2.91,994.3808912715995
2916,0.85,4,8.57,3.75,61.8,54.0,6.1,6.14,3.78,3408.5656737790123
2917,0.73,4,2.85,7.5,62.3,55.0,5.76,5.77,3.59,2878.783531921963
2918,1.09,4,1.42,3.75,60.7,58.0,6.64,6.68,4.04,4519.741486297049
2919,0.4,4,10.0,2.5,61.3,56.0,4.72,4.77,2.91,876.7436830569332
2920,0.4,6,8.57,3.75,61.7,60.0,4.68,4.72,2.9,934.3232398072232
2921,0.22,2,8.57,5.0,65.1,61.0,3.87,3.78,2.49,419.963669974346
2922,0.31,10,8.57,5.0,60.3,58.0,4.42,4.37,2.65,685.2519827204414
2923,1.19,4,1.42,2.5,61.7,56.0,6.8,6.85,4.21,4888.806818507781
2924,1.06,2,2.85,1.25,64.5,57.0,6.47,6.33,4.13,3864.077501180036
2925,0.61,6,8.57,6.25,59.6,63.0,5.44,5.57,3.28,2401.860214684988
2926,0.82,4,4.28,7.5,61.4,56.0,6.01,6.05,3.71,3487.189303138419
2927,1.01,2,5.71,1.25,64.5,56.0,6.32,6.26,4.06,3731.0374638374124
2928,0.32,4,8.57,5.0,61.4,56.0,4.4,4.43,2.71,774.1319125643204
2929,0.5,10,10.0,2.5,62.2,58.0,5.08,5.14,3.18,1248.021187796452
2930,1.01,10,7.14,3.75,59.1,56.0,6.65,6.52,3.89,4477.448683614948
2931,1.0,6,7.14,2.5,62.7,58.0,6.3,6.36,3.97,3988.111557833312
2932,0.31,4,10.0,3.75,62.9,56.0,4.34,4.31,2.72,650.8409666920925
2933,0.35,4,8.57,5.0,62.4,57.0,4.52,4.55,2.83,868.9116031574467
2934,0.7,4,4.28,5.0,61.2,57.0,5.73,5.77,3.52,2453.012047314267
2935,1.08,4,5.71,2.5,62.2,56.0,6.56,6.59,4.09,4428.623091136211
2936,1.21,10,10.0,8.75,60.1,59.0,6.96,6.88,4.16,6499.976803402478
2937,1.06,10,4.28,3.75,62.8,58.0,6.49,6.47,4.07,4304.483142332816
2938,0.28,4,2.85,5.0,62.4,56.0,4.19,4.22,2.62,265.7957828689305
2939,0.5,8,7.14,5.0,63.3,57.0,5.02,5.06,3.19,1456.9954372622433
2940,1.01,10,10.0,3.75,61.6,58.0,6.47,6.42,3.97,4430.873429140942
2941,0.42,2,10.0,3.75,64.7,61.0,4.7,4.73,3.05,1074.8109950617018
2942,1.53,4,7.14,3.75,61.6,56.0,7.34,7.39,4.54,7636.306760202491
2943,0.57,10,8.57,5.0,63.0,59.0,5.29,5.25,3.32,1897.1212476754863
2944,0.41,10,10.0,7.5,61.9,59.0,4.78,4.75,2.95,1544.7100607210505
2945,2.24,4,7.14,2.5,60.3,59.0,8.47,8.5,5.12,12349.47453298166
2946,0.41,8,8.57,2.5,63.8,57.0,4.75,4.68,3.01,765.0417170440942
2947,0.5,6,5.71,3.75,62.4,52.0,5.1,5.15,3.2,1228.8349147890603
2948,0.23,6,7.14,5.0,59.1,59.0,4.02,4.07,2.39,255.02123988523272
2949,1.11,6,7.14,3.75,60.1,61.0,6.64,6.74,4.06,4849.725360961802
2950,1.2,4,8.57,2.5,61.3,56.0,6.85,6.88,4.21,5413.247686345776
2951,1.14,10,7.14,8.75,59.4,59.0,6.87,6.8,4.06,5930.516534647348
2952,0.9,4,5.71,2.5,62.5,56.0,6.15,6.2,3.86,3309.245871514693
2953,1.22,10,5.71,6.25,62.2,59.0,6.82,6.87,4.26,5727.543475357719
2954,0.7,10,7.14,6.25,61.7,60.0,5.67,5.64,3.49,2765.515726082487
2955,1.07,10,2.85,3.75,58.4,60.0,6.78,6.68,3.93,4623.710155610814
2956,0.51,6,8.57,2.5,63.3,56.0,5.12,5.08,3.23,1264.101010617509
2957,0.3,10,8.57,3.75,62.5,60.0,4.24,4.27,2.66,442.3621683758156
2958,1.12,10,5.71,2.5,61.2,58.0,6.69,6.67,4.09,4705.239319124306
2959,0.3,10,7.14,5.0,61.5,60.0,4.26,4.29,2.63,536.8423311080587
2960,0.4,10,10.0,3.75,61.6,58.0,4.73,4.69,2.9,1020.426546748602
2961,0.9,10,2.85,3.75,63.0,58.0,6.09,6.01,3.81,3326.803847264997
2962,0.3,4,4.28,6.25,61.6,57.0,4.3,4.33,2.66,583.3161533504081
2963,0.74,10,7.14,2.5,61.4,57.0,5.82,5.8,3.57,2478.639813052716
2964,0.41,6,1.42,5.0,63.4,56.0,4.73,4.7,2.99,717.7858687616517
2965,0.52,10,8.57,3.75,61.6,58.0,5.17,5.12,3.17,1527.4472001025588
2966,0.54,4,10.0,7.5,61.4,52.0,5.3,5.34,3.26,2283.981403804297
2967,0.9,6,4.28,2.5,61.2,57.0,6.21,6.27,3.82,3268.9539244700063
2968,0.7,8,2.85,6.25,61.1,61.0,5.65,5.7,3.47,2522.4929825901836
2969,0.34,6,4.28,5.0,62.4,60.0,4.41,4.44,2.76,579.1684815902354
2970,0.7,4,7.14,5.0,61.9,55.0,5.7,5.74,3.54,2616.169010096157
2971,1.02,6,5.71,5.0,63.0,57.0,6.37,6.39,4.02,4351.260969666884
2972,1.0,8,7.14,2.5,63.8,58.0,6.28,6.33,4.02,3891.9152655987964
2973,0.31,4,2.85,2.5,61.0,56.0,4.39,4.43,2.69,13.562532168642065
2974,1.23,10,5.71,6.25,62.2,58.0,6.78,6.74,4.27,5660.125828927381
2975,0.7,6,8.57,3.75,59.4,63.0,5.79,5.73,3.42,2642.8351940807133
2976,0.54,4,10.0,5.0,61.1,57.0,5.25,5.22,3.2,1964.1783471829822
2977,0.38,4,4.28,3.75,61.5,56.0,4.67,4.69,2.88,594.0187538468399
2978,0.9,2,8.57,2.5,65.0,58.0,6.08,6.04,3.94,3362.9502696646505
2979,1.0,4,10.0,2.5,61.5,56.0,6.45,6.41,3.95,4291.898886406409
2980,0.29,6,5.71,5.0,61.9,55.0,4.25,4.28,2.64,455.37391483972715
2981,2.01,10,8.57,3.75,60.4,61.0,8.05,7.98,4.84,11106.461776115952
2982,1.32,10,7.14,2.5,60.6,60.0,7.1,7.05,4.29,6118.056281720563
2983,0.72,10,7.14,5.0,61.5,58.0,5.73,5.69,3.51,2750.6354226520853
2984,0.31,10,4.28,5.0,62.4,59.0,4.34,4.31,2.7,400.4320764397162
2985,1.51,2,1.42,2.5,65.1,59.0,7.13,7.09,4.63,6708.528826268479
2986,0.24,4,4.28,10.0,62.1,57.0,4.0,4.04,2.5,847.1649591297082
2987,0.79,4,8.57,5.0,59.3,57.0,6.02,6.06,3.58,3382.3199583089045
2988,0.73,10,7.14,5.0,62.7,58.0,5.76,5.7,3.59,2724.6893260735596
2989,0.9,6,10.0,6.25,58.9,59.0,6.22,6.31,3.69,4331.308230467263
2990,0.51,10,7.14,7.5,61.9,56.0,5.17,5.13,3.19,1870.4296733262654
2991,0.29,4,5.71,7.5,60.7,54.0,4.33,4.37,2.64,796.1811829250128
2992,0.68,8,7.14,3.75,58.1,60.0,5.8,5.91,3.4,2413.888384696422
2993,0.51,4,10.0,5.0,61.1,56.0,5.16,5.2,3.17,1749.8321984500308
2994,1.55,4,2.85,5.0,61.8,55.0,7.4,7.44,4.58,7678.20630676675
2995,1.51,6,4.28,2.5,60.8,58.0,7.4,7.51,4.53,7154.20944907348
2996,2.01,4,2.85,3.75,62.9,57.0,8.05,7.98,5.04,10430.315874922695
2997,1.04,6,5.71,8.75,58.2,60.0,6.66,6.71,3.89,5313.948169283234
2998,0.98,2,5.71,3.75,64.4,56.0,6.33,6.24,4.03,3945.0585333201507
2999,0.25,6,8.57,8.75,62.9,58.0,4.01,4.03,2.53,984.8491696327274
3000,0.42,4,4.28,6.25,61.2,57.0,4.87,4.8,2.96,1163.3557578994478
3001,1.1,6,5.71,8.75,60.4,57.0,6.7,6.77,4.07,5495.665172676761
3002,0.41,6,10.0,6.25,62.8,57.0,4.73,4.76,2.98,1391.2175323278825
3003,1.02,10,7.14,5.0,62.7,59.0,6.41,6.44,4.03,4371.257392516438
3004,0.61,6,4.28,7.5,60.5,57.0,5.52,5.54,3.35,2288.7591083875814
3005,0.4,4,1.42,6.25,61.3,56.0,4.77,4.79,2.93,862.6928664844872
3006,0.34,4,10.0,6.25,60.9,56.0,4.56,4.51,2.76,1138.8415793665463
3007,0.4,4,8.57,2.5,61.0,58.0,4.76,4.78,2.91,778.243530728616
3008,0.41,4,5.71,7.5,61.7,55.0,4.81,4.85,2.98,1321.1720285507072
3009,0.3,4,4.28,3.75,62.4,55.0,4.3,4.32,2.69,244.42975258991646
3010,0.31,4,8.57,6.25,62.0,55.0,4.35,4.38,2.7,920.4374749210692
3011,0.46,6,8.57,5.0,62.2,58.0,4.95,4.99,3.09,1362.5688569386384
3012,0.4,4,5.71,10.0,62.2,55.0,4.73,4.76,2.95,1641.538475851501
3013,0.3,4,8.57,5.0,61.5,55.0,4.3,4.34,2.66,678.88326722089
3014,1.09,4,7.14,2.5,61.2,57.0,6.6,6.64,4.05,4668.929365436528
3015,0.71,6,8.57,3.75,63.1,58.0,5.65,5.69,3.58,2495.5544659191983
3016,0.97,4,5.71,2.5,61.6,56.0,6.31,6.39,3.91,3809.34669035377
3017,1.02,6,8.57,10.0,61.7,60.0,6.38,6.52,3.98,5248.4423789787015
3018,0.42,10,10.0,2.5,60.0,61.0,4.89,4.85,2.92,933.0173768611021
3019,0.33,4,2.85,10.0,61.8,55.0,4.46,4.47,2.76,1155.1789407908382
3020,0.36,4,8.57,6.25,61.7,56.0,4.58,4.56,2.82,1137.4025129070742
3021,1.72,4,4.28,3.75,62.2,57.0,7.65,7.55,4.72,8736.4348483923
3022,0.37,4,4.28,8.75,62.0,53.0,4.63,4.66,2.88,1246.5100358962463
3023,0.71,4,10.0,5.0,61.2,55.0,5.74,5.78,3.53,2872.2875822011047
3024,0.51,6,2.85,3.75,63.5,60.0,5.03,5.05,3.2,1089.3736905874594
3025,0.3,4,8.57,5.0,62.1,55.0,4.28,4.32,2.67,692.1868927432988
3026,0.71,6,8.57,5.0,63.7,58.0,5.6,5.64,3.58,2672.535820621346
3027,0.3,4,8.57,6.25,61.6,55.0,4.34,4.36,2.68,842.0148836439384
3028,0.97,8,7.14,3.75,60.1,65.0,6.46,6.36,3.85,4114.358351817835
3029,1.27,4,2.85,2.5,62.1,56.0,6.92,6.96,4.31,5455.6284587438695
3030,1.57,4,2.85,5.0,61.5,56.0,7.56,7.49,4.63,7785.398849441031
3031,1.0,10,5.71,6.25,62.4,59.0,6.35,6.4,3.98,4367.98903195845
3032,0.42,4,10.0,7.5,62.5,57.0,4.8,4.77,2.99,1659.858736126056
3033,0.7,2,5.71,3.75,61.7,66.0,5.7,5.58,3.48,2394.603442314072
3034,0.56,4,10.0,6.25,61.6,57.0,5.33,5.29,3.27,2215.995301919498
3035,0.51,8,8.57,3.75,57.4,62.0,5.24,5.29,3.02,1594.5345850830272
3036,0.52,6,2.85,3.75,63.3,55.0,5.13,5.1,3.24,1160.139782096854
3037,0.39,10,5.71,8.75,59.9,59.0,4.73,4.75,2.84,1394.5199475391437
3038,1.7,6,4.28,5.0,63.3,57.0,7.59,7.54,4.79,8550.1908656086
3039,0.3,6,8.57,7.5,59.7,57.0,4.37,4.43,2.62,1015.0286301561955
3040,1.08,4,4.28,3.75,62.7,57.0,6.48,6.51,4.07,4525.297221048708
3041,2.01,4,7.14,2.5,61.9,55.0,8.1,8.05,5.0,10640.291881709063
3042,0.55,4,1.42,5.0,62.6,57.0,5.21,5.17,3.25,1468.952982961997
3043,0.9,2,7.14,2.5,62.6,58.0,6.01,6.06,3.78,3496.0334728030066
3044,0.9,4,2.85,6.25,62.4,57.0,6.17,6.21,3.86,3659.7214793569874
3045,1.01,10,7.14,7.5,61.8,59.0,6.46,6.42,3.98,4747.829932886127
3046,0.51,6,4.28,5.0,60.1,59.8,5.14,5.19,3.1,1454.6575294197264
3047,0.7,10,8.57,6.25,59.4,61.0,5.78,5.74,3.42,2962.907208485276
3048,0.7,2,4.28,3.75,66.0,56.0,5.5,5.53,3.64,2141.431468838826
3049,0.34,4,2.85,3.75,60.2,57.0,4.54,4.5,2.72,379.96161688427674
3050,0.32,4,5.71,10.0,61.2,55.0,4.41,4.44,2.71,1290.6066558165112
3051,0.31,4,10.0,5.0,59.4,56.0,4.45,4.4,2.63,846.8072774136599
3052,0.41,10,8.57,3.75,61.4,56.0,4.81,4.77,2.94,974.8918140079513
3053,1.84,4,1.42,6.25,62.4,56.0,7.84,7.8,4.89,9563.590796631723
3054,0.9,6,2.85,5.0,63.2,56.0,6.15,6.09,3.87,3460.310969252714
3055,1.0,4,8.57,5.0,61.6,57.0,6.44,6.38,3.95,4529.884703006093
3056,0.37,10,8.57,3.75,61.8,58.0,4.59,4.64,2.85,746.9553563687023
3057,1.53,4,7.14,6.25,61.5,59.0,7.38,7.46,4.56,7947.299301854395
3058,1.09,4,5.71,5.0,62.8,57.0,6.54,6.58,4.12,4786.272708071821
3059,1.04,10,7.14,2.5,62.8,55.0,6.48,6.41,4.05,4207.437163066406
3060,0.8,6,8.57,2.5,62.6,59.0,5.84,5.91,3.68,2880.721039422995
3061,0.29,8,7.14,6.25,62.1,56.0,4.24,4.26,2.64,693.6663833240364
3062,1.21,4,7.14,1.25,62.0,56.0,6.84,6.8,4.23,5196.294613111102
3063,2.01,6,1.42,5.0,61.1,59.0,8.04,8.07,4.92,10731.918731784817
3064,0.3,10,5.71,7.5,62.6,58.0,4.27,4.29,2.68,785.4137732771069
3065,1.01,2,4.28,5.0,64.5,60.0,6.3,6.25,4.05,4142.123255349175
3066,1.61,4,2.85,5.0,62.5,57.0,7.49,7.43,4.66,8005.620384681724
3067,1.19,6,10.0,2.5,61.1,58.0,6.84,6.88,4.19,5424.282427810456
3068,1.12,10,4.28,6.25,61.6,58.0,6.64,4.11,3.7,5201.0967924103625
3069,1.7,8,4.28,3.75,63.9,56.0,7.61,7.53,4.84,8272.200514779453
3070,0.3,10,5.71,6.25,61.4,60.0,4.33,4.3,2.65,610.8792386360692
3071,1.51,8,1.42,2.5,58.1,64.0,7.53,7.57,4.39,7241.708724904043
3072,1.01,4,7.14,3.75,62.0,56.0,6.41,6.46,3.99,4271.813659948457
3073,0.31,10,5.71,6.25,61.2,60.0,4.39,4.37,2.68,647.0206242942168
3074,0.7,8,7.14,3.75,58.7,64.0,5.77,5.78,3.39,2553.258554528278
3075,0.9,6,4.28,6.25,63.0,62.0,6.09,6.0,3.81,3759.1424115581467
3076,0.71,4,5.71,7.5,61.7,57.0,5.72,5.74,3.53,2968.2732365780794
3077,0.34,8,8.57,2.5,63.1,56.0,4.46,4.51,2.83,426.97662002180186
3078,0.4,8,8.57,3.75,64.2,57.0,4.68,4.66,3.0,870.8508390051029
3079,0.34,4,8.57,7.5,62.4,55.0,4.47,4.51,2.79,1234.5107037371054
3080,0.31,6,4.28,3.75,62.3,55.0,4.34,4.36,2.71,275.9227234613827
3081,0.5,4,7.14,3.75,60.2,63.0,5.12,5.15,3.09,1378.0986637465376
3082,0.3,4,5.71,10.0,62.1,55.0,4.32,4.35,2.69,1193.495879119433
3083,1.33,4,4.28,3.75,60.1,57.0,7.14,7.2,4.31,6259.102834104202
3084,1.0,8,7.14,10.0,63.2,63.0,6.24,6.26,3.95,4993.914490121904
3085,2.07,10,8.57,2.5,58.9,61.0,8.45,8.35,4.95,11391.72019800366
3086,0.36,4,10.0,5.0,61.1,57.0,4.62,4.58,2.81,1049.7859726530787
3087,1.25,10,2.85,5.0,62.2,57.0,6.92,6.84,4.28,5641.635833365943
3088,1.01,6,5.71,3.75,60.0,58.0,6.51,6.55,3.92,4293.733916723848
3089,1.54,6,5.71,10.0,59.4,60.0,7.55,7.61,4.5,8629.900127214221
3090,0.54,4,4.28,3.75,61.1,56.0,5.25,5.27,3.21,1442.257079549876
3091,1.07,4,4.28,5.0,61.8,56.0,6.52,6.55,4.04,4683.375570924285
3092,0.25,4,8.57,7.5,61.6,57.0,4.08,4.1,2.52,808.5698170540836
3093,0.32,4,10.0,3.75,59.6,57.0,4.47,4.42,2.65,725.750312248987
3094,0.35,6,8.57,5.0,60.2,60.0,4.54,4.57,2.74,895.1488376763882
3095,0.42,4,8.57,3.75,62.6,57.0,4.81,4.84,3.02,1001.3769332510201
3096,1.11,6,4.28,2.5,59.0,59.0,6.79,6.82,4.02,4722.127434268983
3097,1.51,10,4.28,2.5,62.3,62.0,7.32,7.21,4.51,7115.437042629355
3098,1.01,8,7.14,5.0,65.2,57.0,6.19,6.23,4.05,4254.911617081732
3099,0.32,4,4.28,8.75,62.0,55.0,4.42,4.45,2.75,1004.3246611534669
3100,0.33,4,2.85,8.75,62.2,54.0,4.43,4.45,2.76,1003.8855951329406
3101,0.28,4,5.71,10.0,61.3,57.0,4.25,4.27,2.6,1137.8316869613827
3102,0.32,6,2.85,2.5,63.4,56.0,4.37,4.34,2.76,66.26341202511503
3103,0.73,4,8.57,6.25,61.4,55.0,5.8,5.82,3.57,3073.379551090755
3104,1.02,10,7.14,2.5,63.0,58.0,6.44,6.38,4.04,4033.990203652951
3105,1.51,4,8.57,2.5,62.9,57.0,7.29,7.23,4.57,7309.149052959294
3106,0.26,6,8.57,8.75,61.5,56.0,4.1,4.15,2.53,1045.3508883841769
3107,0.55,4,2.85,8.75,61.7,56.0,5.24,5.29,3.25,2057.1747569300787
3108,0.32,4,5.71,3.75,61.4,57.0,4.41,4.38,2.7,439.6199826895754
3109,1.51,6,7.14,3.75,62.6,57.0,7.25,7.31,4.56,7376.378814944941
3110,1.73,10,7.14,2.5,63.0,60.0,7.63,7.52,4.77,8611.538587413646
3111,0.43,4,5.71,6.25,61.9,55.0,4.86,4.84,3.0,1300.86953506996
3112,0.43,6,8.57,7.5,60.8,57.0,4.89,4.92,2.98,1610.602192503924
3113,1.0,10,10.0,3.75,61.5,60.0,6.34,6.38,3.91,4395.3480164242355
3114,0.57,10,8.57,3.75,62.5,57.0,5.28,5.22,3.28,1797.9318829381155
3115,1.1,4,8.57,2.5,61.6,56.0,6.66,6.63,4.09,4800.585293677355
3116,1.2,4,8.57,8.75,60.1,61.0,6.83,6.91,4.13,6373.855748206148
3117,0.4,4,2.85,10.0,62.2,56.0,4.75,4.71,2.94,1490.7743697614933
3118,0.24,6,8.57,7.5,62.9,57.0,3.96,3.99,2.5,783.3181347225491
3119,0.92,6,5.71,3.75,61.8,54.0,6.25,6.37,3.9,3583.8037575658745
3120,0.27,6,8.57,8.75,60.9,59.0,4.17,4.21,2.55,1043.1327907505602
3121,0.43,10,4.28,1.25,62.0,59.0,4.83,4.78,2.98,454.3038546691714
3122,1.0,2,4.28,2.5,66.1,59.0,6.18,6.13,4.07,3680.1855008722796
3123,1.01,4,7.14,5.0,60.3,56.0,6.56,6.5,3.94,4579.042034795881
3124,0.97,10,7.14,2.5,59.9,59.0,6.45,6.38,3.84,3984.4352015200166
3125,0.3,6,8.57,3.75,62.9,56.0,4.24,4.31,2.69,478.3579899448887
3126,1.53,6,8.57,5.0,61.2,60.0,7.49,7.4,4.56,7871.446154987543
3127,0.71,10,1.42,3.75,62.4,61.0,5.68,5.63,3.53,2089.7713098552995
3128,1.0,10,10.0,2.5,60.3,58.0,6.48,6.45,3.9,4295.2118101432025
3129,0.75,6,10.0,3.75,59.7,62.0,5.89,5.94,3.53,2967.693601685456
3130,1.04,4,5.71,5.0,61.6,55.0,6.51,6.55,4.02,4583.8467638908005
3131,0.24,6,7.14,8.75,63.5,54.0,3.92,3.96,2.5,921.0264203765055
3132,0.28,8,4.28,8.75,56.0,64.0,4.38,4.41,2.46,791.5384804564965
3133,1.0,4,4.28,3.75,61.9,57.0,6.43,6.39,3.97,4056.4870163758897
3134,0.7,6,5.71,3.75,63.0,59.0,5.64,5.67,3.56,2277.2017260228276
3135,1.86,6,1.42,5.0,62.5,55.0,7.81,7.9,4.91,9497.120421747733
3136,1.65,4,1.42,3.75,62.5,56.0,7.59,7.54,4.73,7961.779241943668
3137,0.51,10,7.14,3.75,62.7,62.0,5.09,4.96,3.15,1386.115684042854
3138,1.09,10,8.57,7.5,59.9,59.0,6.73,6.7,4.02,5476.586850244945
3139,2.47,10,1.42,2.5,59.4,59.0,8.85,8.79,5.24,13705.804432345592
3140,1.0,4,10.0,6.25,62.4,55.0,6.4,6.43,4.0,4712.616452559987
3141,0.3,4,5.71,6.25,61.8,54.0,4.32,4.29,2.66,721.9933356084784
3142,1.07,4,8.57,7.5,61.8,54.0,6.56,6.61,4.07,5267.051725362124
3143,0.7,6,8.57,2.5,63.1,56.0,5.66,5.63,3.56,2315.25277038696
3144,0.38,4,7.14,8.75,61.9,54.0,4.67,4.7,2.9,1462.3051197629084
3145,1.37,4,2.85,5.0,61.5,55.0,7.18,7.2,4.42,6487.425685466593
3146,0.42,4,7.14,6.25,61.6,56.0,4.82,4.8,2.96,1349.2338717388739
3147,0.3,4,4.28,10.0,62.1,57.0,4.29,4.31,2.67,1112.9854922771628
3148,1.04,10,4.28,3.75,60.7,62.0,6.57,6.51,3.97,4312.425505946576
3149,0.75,10,7.14,7.5,62.4,57.0,5.88,5.75,3.63,3192.5345562253733
3150,0.7,10,5.71,5.0,61.6,58.0,5.69,5.73,3.52,2464.5045085438032
